0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
76, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
85, 73, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
61, 62, 73, 64, 64, 64, 64, 64, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
73, 74, 77, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
88, 62, 85, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 87, 88, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 63, 64, 64, 64, 64, 64, 64, 64, 64, 65, 0, 0, 0, 0, 0
0, 0, 0, 0, 75, 76, 76, 86, 76, 76, 76, 85, 76, 77, 0, 0, 0, 0, 0
64, 65, 0, 0, 75, 85, 76, 76, 76, 77, 76, 76, 76, 77, 0, 0, 0, 0, 0
62, 77, 0, 0, 87, 62, 76, 76, 76, 77, 88, 88, 88, 89, 0, 0, 63, 64, 64
74, 77, 0, 0, 0, 75, 86, 76, 76, 77, 0, 0, 0, 0, 0, 0, 75, 76, 76
76, 77, 0, 0, 0, 75, 76, 76, 76, 73, 64, 65, 0, 0, 0, 0, 75, 76, 76
88, 89, 0, 0, 0, 75, 76, 85, 76, 61, 88, 89, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 75, 76, 76, 76, 77, 0, 0, 63, 64, 64, 64, 76, 76, 64
0, 0, 0, 0, 0, 75, 76, 76, 76, 0, 0, 0, 75, 76, 61, 62, 76, 76, 76
0, 0, 0, 0, 0, 75, 76, 76, 76, 77, 0, 0, 75, 76, 73, 74, 76, 76, 76
0, 0, 0, 0, 0, 75, 76, 76, 76, 0, 0, 0, 75, 76, 76, 76, 76, 76, 76
0, 0, 0, 0, 0, 75, 76, 76, 76, 77, 0, 0, 87, 88, 88, 88, 88, 88, 88
0, 0, 0, 0, 0, 75, 76, 76, 76, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 87, 88, 88, 88, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4, 33, 0, 0, 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
35, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 6, 2, 2, 7, 4, 4, 4, 4, 4, 8, 0, 0, 0, 0, 0, 0, 0
0, 0, 37, 15, 16, 15, 15, 15, 26, 15, 39, 41, 0, 0, 0, 0, 0, 0, 0
0, 0, 49, 51, 51, 51, 52, 51, 51, 51, 51, 53, 0, 0, 0, 0, 0, 21, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 7, 4
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 34
0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 44
0, 0, 0, 0, 0, 0, 0, 1, 3, 3, 3, 3, 5, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 49, 50, 52, 51, 51, 20, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 3, 3
0, 0, 0, 13, 17, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 18, 19, 51, 34
2, 2, 3, 42, 43, 4, 2, 2, 2, 4, 5, 0, 0, 0, 0, 0, 0, 0, 13
15, 14, 15, 15, 38, 15, 15, 39, 15, 15, 29, 0, 0, 0, 0, 0, 0, 0, 37
26, 15, 15, 15, 16, 15, 40, 15, 28, 15, 41, 0, 0, 0, 0, 0, 0, 0, 13
51, 51, 50, 51, 51, 51, 51, 51, 51, 52, 53, 0, 0, 1, 2, 4, 2, 3, 42
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 50, 52, 51, 51, 51
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 56, 0, 81, 0, 78, 79, 80, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 78, 79, 80, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0
0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 60, 0
0, 83, 84, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 95, 96, 0, 0, 0, 56, 0, 78, 79, 80, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 66, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 84, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 95, 96, 66, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
