0, 0, 0, 75, 76, 76, 76, 85, 76, 76, 76, 76, 76, 85, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76
0, 0, 0, 75, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 86
0, 0, 0, 87, 88, 88, 88, 88, 62, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76
0, 0, 0, 0, 0, 0, 0, 0, 75, 76, 76, 86, 76, 76, 76, 61, 62, 76, 76, 76, 76, 76, 76, 76, 85, 76, 76, 76
0, 0, 0, 0, 0, 0, 0, 0, 75, 76, 76, 76, 76, 76, 76, 73, 74, 76, 76, 86, 76, 76, 76, 76, 76, 76, 76, 76
0, 0, 0, 0, 0, 0, 0, 0, 75, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76
0, 0, 0, 0, 63, 64, 64, 64, 74, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76
0, 63, 64, 64, 74, 76, 76, 76, 76, 76, 76, 85, 76, 76, 76, 76, 76, 76, 76, 61, 88, 88, 88, 88, 88, 62, 76, 76
0, 75, 85, 76, 76, 76, 86, 76, 76, 76, 76, 76, 76, 76, 76, 76, 61, 88, 88, 89, 0, 0, 0, 0, 0, 75, 76, 76
0, 75, 76, 76, 61, 62, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 77, 0, 0, 0, 0, 0, 0, 0, 0, 75, 76, 76
0, 75, 76, 76, 73, 74, 76, 76, 86, 76, 76, 76, 76, 76, 76, 76, 73, 64, 64, 65, 0, 0, 0, 0, 0, 75, 76, 76
0, 87, 62, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 73, 64, 64, 64, 64, 65, 75, 76, 76
0, 0, 75, 76, 76, 76, 76, 76, 76, 85, 76, 76, 76, 76, 76, 76, 86, 76, 76, 76, 76, 76, 76, 76, 73, 74, 86, 76
0, 0, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 86, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 15, 15, 15, 15, 26, 15, 15, 35, 19, 52, 52
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 15, 38, 15, 15, 15, 15, 35, 45, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 51, 51, 51, 19, 51, 51, 53, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 0, 0, 106, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 1, 3, 3, 3, 4, 4, 4, 4, 3, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 42, 28, 15, 15, 35, 51, 19, 51, 34, 39
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 15, 15, 14, 15, 27, 15, 15, 35, 53, 104, 104, 104, 37, 15
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 15, 15, 38, 15, 40, 15, 15, 29, 104, 32, 3, 3, 42, 35
0, 0, 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 1, 42, 27, 27, 15, 15, 15, 40, 15, 43, 3, 42, 15, 15, 15, 53
3, 3, 2, 3, 3, 4, 2, 4, 3, 3, 4, 4, 42, 50, 51, 51, 51, 52, 51, 51, 51, 52, 51, 51, 52, 50, 53, 0
0, 103, 103, 103, 103, 103, 103, 103, 103, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7, 2, 2, 2, 3, 3, 3, 3, 3, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 56, 78, 79, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
