0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 63, 65, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 63, 74, 73, 65, 0, 0, 0, 0
0, 0, 0, 0, 63, 74, 76, 85, 73, 65, 0, 0, 0
0, 0, 76, 0, 87, 62, 76, 76, 61, 89, 0, 0, 0
0, 0, 0, 0, 0, 75, 61, 62, 77, 0, 0, 0, 65
0, 0, 0, 0, 0, 75, 73, 74, 77, 0, 0, 0, 0
0, 0, 0, 0, 0, 75, 86, 76, 77, 0, 0, 0, 0
0, 0, 0, 0, 0, 87, 88, 88, 89, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 32, 3, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 37, 27, 43, 33, 0, 0, 0, 0, 0, 0, 0, 0
0, 44, 34, 35, 45, 0, 0, 0, 0, 0, 0, 1, 3
0, 0, 44, 45, 0, 0, 0, 0, 0, 0, 0, 44, 34
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
