0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 63, 64, 65, 0, 0, 0, 0, 0, 0, 0, 0, 63, 64, 64, 64, 65, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 76, 77, 0, 0, 0, 0, 0, 0, 0, 0, 75, 76, 86, 76, 73, 64, 64, 65, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 64, 64, 64, 74, 76, 73, 65, 0, 0, 0, 0, 63, 65, 0, 87, 88, 88, 62, 76, 76, 76, 77, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 76, 76, 76, 86, 76, 76, 77, 0, 0, 0, 63, 74, 77, 63, 65, 0, 0, 75, 76, 76, 76, 77, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 76, 76, 76, 76, 76, 85, 77, 0, 0, 0, 87, 62, 73, 74, 73, 64, 64, 74, 76, 76, 76, 77, 0
63, 64, 64, 65, 0, 0, 63, 64, 64, 64, 74, 61, 88, 88, 88, 62, 76, 73, 64, 64, 65, 0, 75, 86, 76, 76, 76, 76, 85, 76, 76, 76, 77, 0
75, 76, 76, 77, 0, 0, 75, 76, 85, 76, 76, 77, 0, 0, 0, 87, 88, 62, 85, 76, 77, 0, 76, 61, 88, 88, 88, 62, 76, 61, 88, 62, 73, 65
75, 76, 76, 77, 63, 64, 74, 76, 88, 88, 62, 73, 65, 0, 0, 0, 0, 75, 76, 76, 73, 64, 74, 77, 0, 0, 0, 87, 88, 89, 0, 75, 86, 77
87, 88, 88, 89, 75, 61, 62, 77, 0, 0, 87, 62, 77, 0, 0, 0, 0, 75, 76, 76, 76, 76, 76, 73, 65, 0, 0, 0, 0, 0, 0, 87, 88, 89
0, 0, 0, 0, 75, 73, 74, 73, 64, 64, 64, 74, 73, 64, 64, 64, 64, 74, 76, 86, 76, 76, 76, 76, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 76, 76, 85, 76, 76, 76, 76, 76, 76, 85, 76, 76, 76, 76, 85, 76, 76, 77, 0, 0, 0, 0, 63, 65, 0, 0, 0
0, 0, 0, 0, 0, 0, 75, 76, 76, 76, 76, 86, 76, 61, 88, 88, 88, 88, 88, 88, 62, 61, 88, 88, 89, 0, 0, 63, 64, 74, 73, 65, 0, 0
0, 0, 0, 0, 0, 0, 75, 86, 76, 76, 76, 76, 76, 77, 0, 0, 0, 0, 0, 0, 87, 89, 0, 0, 0, 0, 0, 75, 76, 86, 85, 77, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 76, 76, 61, 89, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 76, 76, 77, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
2, 3, 2, 4, 3, 4, 2, 3, 2, 4, 2, 3, 4, 2, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 104, 17, 0, 0, 0, 0, 0, 0, 32, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 98, 0, 0, 44, 45, 0, 0, 0, 0, 0, 1, 2, 5, 0, 0
0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 104, 29, 0, 0, 32, 33, 0, 0, 0, 0, 0, 98, 0, 0, 0, 13, 26, 17, 0, 0
0, 0, 0, 1, 2, 4, 5, 0, 0, 0, 0, 1, 2, 3, 2, 45, 0, 0, 44, 45, 0, 0, 0, 0, 32, 33, 0, 0, 0, 49, 52, 53, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 45, 0, 0, 0, 0, 0, 0, 0, 0
1, 3, 5, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 98, 0, 32, 33, 0, 0, 0, 0, 0, 0, 0, 0, 102, 0, 0
13, 40, 17, 0, 0, 0, 0, 1, 3, 4, 5, 0, 0, 0, 0, 0, 0, 0, 32, 33, 0, 44, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
49, 50, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 45, 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 101, 0, 21, 0, 0, 102, 0, 0, 1, 4, 3, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 1, 2, 3, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 106, 0, 106, 0, 0, 107, 0, 21, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 101, 21, 0, 0, 0, 0
2, 4, 2, 2, 3, 2, 4, 2, 2, 3, 2, 3, 4, 2, 3, 2, 2, 5, 0, 0, 1, 3, 3, 5, 0, 0, 0, 6, 7, 8, 0, 0, 0, 0
15, 27, 15, 27, 15, 27, 15, 27, 15, 27, 15, 27, 15, 27, 15, 27, 15, 17, 0, 0, 13, 27, 15, 17, 0, 0, 0, 37, 15, 29, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57
